;ID;FECHA_UTC;HORA_UTC;LATITUD;LONGITUD;PROFUNDIDAD;MAGNITUD;FECHA_CORTE;geometry;UBICACION;MAGNITUD_CAT;PROFUNDIDAD_CAT;LUGAR
4366;4366;1990;161207;-12.96;-76.28;43;4.5;20223006;POINT (-76.28 -12.96);-12.96,-76.28;Moderado;Superficial;Lima
4368;4368;1990;41103;-5.81;-77.46;46;5.2;20223006;POINT (-77.46 -5.81);-5.81,-77.46;Moderado;Superficial;San Martin
4369;4369;1990;122808;-12.43;-76.57;49;4.5;20223006;POINT (-76.57 -12.43);-12.43,-76.57;Moderado;Superficial;Lima
4371;4371;1990;183721;-9.59;-75.36;130;4.5;20223006;POINT (-75.36 -9.59);-9.59,-75.36;Moderado;Intermedia;Huanuco
4372;4372;1990;205145;-12.63;-76.27;92;4.7;20223006;POINT (-76.27 -12.63);-12.63,-76.27;Moderado;Intermedia;Lima
4373;4373;1990;173230;-14.9;-72.98;46;4.7;20223006;POINT (-72.98 -14.9);-14.9,-72.98;Moderado;Superficial;Arequipa
4376;4376;1990;70104;-8.69;-75.6;145;4.6;20223006;POINT (-75.6 -8.69);-8.69,-75.6;Moderado;Intermedia;Ucayali
4378;4378;1990;13823;-7.0;-74.45;149;4.5;20223006;POINT (-74.45 -7);-7.0,-74.45;Moderado;Intermedia;Loreto
4381;4381;1990;113055;-9.84;-75.1;137;4.5;20223006;POINT (-75.1 -9.84);-9.84,-75.1;Moderado;Intermedia;Huanuco
4382;4382;1990;143406;-15.27;-73.4;71;4.6;20223006;POINT (-73.4 -15.27);-15.27,-73.4;Moderado;Intermedia;Ayacucho
4384;4384;1990;110131;-15.11;-72.31;152;5.1;20223006;POINT (-72.31 -15.11);-15.11,-72.31;Moderado;Intermedia;Arequipa
4385;4385;1990;150706;-13.61;-74.55;42;4.6;20223006;POINT (-74.55 -13.61);-13.61,-74.55;Moderado;Superficial;Ayacucho
4386;4386;1990;153312;-10.28;-73.28;71;5.2;20223006;POINT (-73.28 -10.28);-10.28,-73.28;Moderado;Intermedia;Ucayali
4387;4387;1990;25347;-11.71;-77.03;47;4.5;20223006;POINT (-77.03 -11.71);-11.71,-77.03;Moderado;Superficial;Lima
4388;4388;1990;165138;-11.55;-73.61;47;4.5;20223006;POINT (-73.61 -11.55);-11.55,-73.61;Moderado;Superficial;Junin
4389;4389;1990;111747;-8.81;-76.13;146;4.5;20223006;POINT (-76.13 -8.81);-8.81,-76.13;Moderado;Intermedia;Huanuco
4390;4390;1990;80347;-9.02;-76.3;143;4.5;20223006;POINT (-76.3 -9.02);-9.02,-76.3;Moderado;Intermedia;Huanuco
4392;4392;1990;14942;-7.92;-74.68;173;5.0;20223006;POINT (-74.68 -7.92);-7.92,-74.68;Moderado;Intermedia;Loreto
4394;4394;1990;41353;-8.97;-76.35;141;4.5;20223006;POINT (-76.35 -8.97);-8.97,-76.35;Moderado;Intermedia;Huanuco
4398;4398;1990;175336;-12.72;-76.33;11;4.5;20223006;POINT (-76.33 -12.72);-12.72,-76.33;Moderado;Superficial;Lima
4399;4399;1990;51401;-11.41;-76.62;32;4.5;20223006;POINT (-76.62 -11.41);-11.41,-76.62;Moderado;Superficial;Lima
4402;4402;1990;232445;-16.837;-71.391;95;5.3;20223006;POINT (-71.391 -16.837);-16.837,-71.391;Moderado;Intermedia;Moquegua
4403;4403;1990;44343;-11.64;-76.0;95;4.5;20223006;POINT (-76 -11.64);-11.64,-76.0;Moderado;Intermedia;Junin
4404;4404;1990;64316;-11.38;-76.66;44;4.5;20223006;POINT (-76.66 -11.38);-11.38,-76.66;Moderado;Superficial;Lima
4405;4405;1990;100131;-7.729;-74.413;162;5.1;20223006;POINT (-74.413 -7.729);-7.729,-74.413;Moderado;Intermedia;Ucayali
4407;4407;1990;151044;-3.989;-77.274;116;5.4;20223006;POINT (-77.274 -3.989);-3.989,-77.274;Moderado;Intermedia;Loreto
4410;4410;1990;62827;-11.61;-76.52;40;4.5;20223006;POINT (-76.52 -11.61);-11.61,-76.52;Moderado;Superficial;Lima
4411;4411;1990;45350;-11.23;-74.23;54;4.5;20223006;POINT (-74.23 -11.23);-11.23,-74.23;Moderado;Superficial;Junin
4412;4412;1990;22744;-4.816;-76.898;33;4.8;20223006;POINT (-76.898 -4.816);-4.816,-76.898;Moderado;Superficial;Loreto
4413;4413;1990;10101;-17.451;-70.236;125;4.5;20223006;POINT (-70.236 -17.451);-17.451,-70.236;Moderado;Intermedia;Tacna
4414;4414;1990;134803;-7.202;-76.069;112;4.6;20223006;POINT (-76.069 -7.202);-7.202,-76.069;Moderado;Intermedia;Loreto
4416;4416;1990;181343;-15.721;-72.619;121;5.8;20223006;POINT (-72.619 -15.721);-15.721,-72.619;Moderado;Intermedia;Arequipa
4417;4417;1990;142715;-12.87;-73.25;55;4.5;20223006;POINT (-73.25 -12.87);-12.87,-73.25;Moderado;Superficial;Cusco
4418;4418;1990;205342;-3.31;-77.66;60;5.6;20223006;POINT (-77.66 -3.31);-3.31,-77.66;Moderado;Intermedia;Loreto
4419;4419;1990;103918;-7.96;-74.66;148;5.2;20223006;POINT (-74.66 -7.96);-7.96,-74.66;Moderado;Intermedia;Ucayali
4420;4420;1990;31539;-11.69;-75.85;71;4.7;20223006;POINT (-75.85 -11.69);-11.69,-75.85;Moderado;Intermedia;Junin
4422;4422;1990;125713;-9.46;-75.72;42;4.9;20223006;POINT (-75.72 -9.46);-9.46,-75.72;Moderado;Superficial;Huanuco
4423;4423;1990;72604;-16.24;-72.13;54;4.8;20223006;POINT (-72.13 -16.24);-16.24,-72.13;Moderado;Superficial;Arequipa
4424;4424;1990;203715;-7.87;-78.86;30;4.7;20223006;POINT (-78.86 -7.87);-7.87,-78.86;Moderado;Superficial;La Libertad
4426;4426;1990;141647;-4.577;-76.776;121;4.2;20223006;POINT (-76.776 -4.577);-4.577,-76.776;Moderado;Intermedia;Loreto
4428;4428;1990;131347;-14.74;-72.95;75;4.9;20223006;POINT (-72.95 -14.74);-14.74,-72.95;Moderado;Intermedia;Ayacucho
4429;4429;1990;154413;-5.7;-77.98;131;4.5;20223006;POINT (-77.98 -5.7);-5.7,-77.98;Moderado;Intermedia;Amazonas
4430;4430;1990;194656;-15.43;-72.2;146;5.3;20223006;POINT (-72.2 -15.43);-15.43,-72.2;Moderado;Intermedia;Arequipa
4432;4432;1990;205307;-15.73;-73.05;13;4.9;20223006;POINT (-73.05 -15.73);-15.73,-73.05;Moderado;Superficial;Arequipa
4435;4435;1990;211803;-6.42;-75.51;63;4.5;20223006;POINT (-75.51 -6.42);-6.42,-75.51;Moderado;Intermedia;Loreto
4439;4439;1990;185708;-13.26;-75.44;79;4.5;20223006;POINT (-75.44 -13.26);-13.26,-75.44;Moderado;Intermedia;Huancavelica
4440;4440;1990;210341;-12.57;-73.84;66;4.7;20223006;POINT (-73.84 -12.57);-12.57,-73.84;Moderado;Intermedia;Ayacucho
4441;4441;1990;4346;-13.06;-75.21;55;4.5;20223006;POINT (-75.21 -13.06);-13.06,-75.21;Moderado;Superficial;Huancavelica
4442;4442;1990;215615;-13.78;-74.78;53;4.7;20223006;POINT (-74.78 -13.78);-13.78,-74.78;Moderado;Superficial;Huancavelica
4443;4443;1990;50919;-10.84;-74.69;66;4.6;20223006;POINT (-74.69 -10.84);-10.84,-74.69;Moderado;Intermedia;Pasco
4445;4445;1990;190033;-14.55;-73.83;48;4.9;20223006;POINT (-73.83 -14.55);-14.55,-73.83;Moderado;Superficial;Ayacucho
4446;4446;1990;113508;-10.96;-75.07;55;4.8;20223006;POINT (-75.07 -10.96);-10.96,-75.07;Moderado;Superficial;Junin
4448;4448;1990;65007;-8.08;-75.85;142;4.7;20223006;POINT (-75.85 -8.08);-8.08,-75.85;Moderado;Intermedia;Loreto
4449;4449;1990;183839;-13.72;-75.32;60;5.2;20223006;POINT (-75.32 -13.72);-13.72,-75.32;Moderado;Intermedia;Huancavelica
4450;4450;1990;183107;-14.09;-76.22;6;5.2;20223006;POINT (-76.22 -14.09);-14.09,-76.22;Moderado;Superficial;Ica
4451;4451;1990;112858;-14.769;-71.35;148;4.0;20223006;POINT (-71.35 -14.769);-14.769,-71.35;Moderado;Intermedia;Cusco
4455;4455;1990;54739;-9.5;-75.93;74;4.7;20223006;POINT (-75.93 -9.5);-9.5,-75.93;Moderado;Intermedia;Huanuco
4456;4456;1990;13739;-14.89;-74.9;65;4.9;20223006;POINT (-74.9 -14.89);-14.89,-74.9;Moderado;Intermedia;Ica
4459;4459;1990;122530;-16.529;-69.442;214;4.2;20223006;POINT (-69.442 -16.529);-16.529,-69.442;Moderado;Intermedia;Puno
4460;4460;1990;55831;-5.136;-78.303;33;4.6;20223006;POINT (-78.303 -5.136);-5.136,-78.303;Moderado;Superficial;Amazonas
4461;4461;1990;192114;-14.93;-74.45;19;4.9;20223006;POINT (-74.45 -14.93);-14.93,-74.45;Moderado;Superficial;Ayacucho
4463;4463;1991;164227;-16.834;-69.276;188;4.4;20223006;POINT (-69.276 -16.834);-16.834,-69.276;Moderado;Intermedia;Puno
4465;4465;1991;100428;-13.06;-75.36;92;4.8;20223006;POINT (-75.36 -13.06);-13.06,-75.36;Moderado;Intermedia;Huancavelica
4470;4470;1991;151631;-11.91;-73.26;141;5.7;20223006;POINT (-73.26 -11.91);-11.91,-73.26;Moderado;Intermedia;Cusco
4472;4472;1991;115458;-12.11;-76.32;113;4.7;20223006;POINT (-76.32 -12.11);-12.11,-76.32;Moderado;Intermedia;Lima
4474;4474;1991;73055;-10.36;-74.73;137;4.5;20223006;POINT (-74.73 -10.36);-10.36,-74.73;Moderado;Intermedia;Pasco
4476;4476;1991;130725;-4.92;-76.7;156;4.9;20223006;POINT (-76.7 -4.92);-4.92,-76.7;Moderado;Intermedia;Loreto
4478;4478;1991;222156;-11.33;-76.78;28;4.5;20223006;POINT (-76.78 -11.33);-11.33,-76.78;Moderado;Superficial;Lima
4480;4480;1991;41711;-6.36;-75.64;163;4.5;20223006;POINT (-75.64 -6.36);-6.36,-75.64;Moderado;Intermedia;San Martin
4483;4483;1991;172221;-12.65;-76.38;49;4.6;20223006;POINT (-76.38 -12.65);-12.65,-76.38;Moderado;Superficial;Lima
4485;4485;1991;53911;-7.34;-76.33;124;4.8;20223006;POINT (-76.33 -7.34);-7.34,-76.33;Moderado;Intermedia;San Martin
4486;4486;1991;95719;-17.68;-69.82;89;4.9;20223006;POINT (-69.82 -17.68);-17.68,-69.82;Moderado;Intermedia;Tacna
4487;4487;1991;32718;-7.26;-74.87;161;5.0;20223006;POINT (-74.87 -7.26);-7.26,-74.87;Moderado;Intermedia;Loreto
4488;4488;1991;125851;-9.74;-76.46;38;4.9;20223006;POINT (-76.46 -9.74);-9.74,-76.46;Moderado;Superficial;Huanuco
4490;4490;1991;71808;-14.604;-71.882;148;4.5;20223006;POINT (-71.882 -14.604);-14.604,-71.882;Moderado;Intermedia;Cusco
4492;4492;1991;91941;-14.93;-74.76;38;4.9;20223006;POINT (-74.76 -14.93);-14.93,-74.76;Moderado;Superficial;Ica
4495;4495;1991;32913;-11.42;-73.94;142;4.6;20223006;POINT (-73.94 -11.42);-11.42,-73.94;Moderado;Intermedia;Junin
4496;4496;1991;74612;-15.24;-70.18;209;4.6;20223006;POINT (-70.18 -15.24);-15.24,-70.18;Moderado;Intermedia;Puno
4497;4497;1991;90551;-10.32;-76.11;50;4.6;20223006;POINT (-76.11 -10.32);-10.32,-76.11;Moderado;Superficial;Huanuco
4498;4498;1991;81403;-12.08;-75.66;103;4.5;20223006;POINT (-75.66 -12.08);-12.08,-75.66;Moderado;Intermedia;Junin
4499;4499;1991;165706;-13.55;-74.26;31;4.5;20223006;POINT (-74.26 -13.55);-13.55,-74.26;Moderado;Superficial;Ayacucho
4500;4500;1991;170801;-8.56;-73.74;177;4.9;20223006;POINT (-73.74 -8.56);-8.56,-73.74;Moderado;Intermedia;Ucayali
4503;4503;1991;131908;-14.63;-75.68;42;4.8;20223006;POINT (-75.68 -14.63);-14.63,-75.68;Moderado;Superficial;Ica
4504;4504;1991;134030;-15.76;-74.32;26;4.5;20223006;POINT (-74.32 -15.76);-15.76,-74.32;Moderado;Superficial;Arequipa
4505;4505;1991;112942;-3.71;-76.17;167;4.6;20223006;POINT (-76.17 -3.71);-3.71,-76.17;Moderado;Intermedia;Loreto
4506;4506;1991;132036;-10.45;-74.85;56;4.6;20223006;POINT (-74.85 -10.45);-10.45,-74.85;Moderado;Superficial;Pasco
4510;4510;1991;35936;-11.54;-76.59;42;4.7;20223006;POINT (-76.59 -11.54);-11.54,-76.59;Moderado;Superficial;Lima
4513;4513;1991;160953;-8.42;-76.76;133;4.9;20223006;POINT (-76.76 -8.42);-8.42,-76.76;Moderado;Intermedia;San Martin
4514;4514;1991;5451;-16.98;-69.77;139;4.6;20223006;POINT (-69.77 -16.98);-16.98,-69.77;Moderado;Intermedia;Puno
4515;4515;1991;185700;-9.474;-70.611;396;4.4;20223006;POINT (-70.611 -9.474);-9.474,-70.611;Moderado;Profundo;Ucayali
4516;4516;1991;4922;-12.94;-76.33;107;4.6;20223006;POINT (-76.33 -12.94);-12.94,-76.33;Moderado;Intermedia;Lima
4517;4517;1991;121040;-4.26;-80.62;45;5.1;20223006;POINT (-80.62 -4.26);-4.26,-80.62;Moderado;Superficial;Piura
4519;4519;1991;171651;-12.44;-71.56;148;4.6;20223006;POINT (-71.56 -12.44);-12.44,-71.56;Moderado;Intermedia;Madre de Dios
4521;4521;1991;152809;-8.22;-74.62;139;4.5;20223006;POINT (-74.62 -8.22);-8.22,-74.62;Moderado;Intermedia;Ucayali
4522;4522;1991;71521;-14.76;-73.12;72;4.5;20223006;POINT (-73.12 -14.76);-14.76,-73.12;Moderado;Intermedia;Ayacucho
4523;4523;1991;103307;-14.24;-72.83;46;4.9;20223006;POINT (-72.83 -14.24);-14.24,-72.83;Moderado;Superficial;Apurimac
4525;4525;1991;14447;-17.63;-71.32;90;4.8;20223006;POINT (-71.32 -17.63);-17.63,-71.32;Moderado;Intermedia;Moquegua
4526;4526;1991;183917;-7.12;-75.22;150;5.5;20223006;POINT (-75.22 -7.12);-7.12,-75.22;Moderado;Intermedia;Loreto
4527;4527;1991;15856;-15.73;-73.79;43;4.5;20223006;POINT (-73.79 -15.73);-15.73,-73.79;Moderado;Superficial;Arequipa
4529;4529;1991;211542;-10.96;-74.83;15;5.3;20223006;POINT (-74.83 -10.96);-10.96,-74.83;Moderado;Superficial;Junin
4530;4530;1991;20633;-11.41;-75.08;17;4.9;20223006;POINT (-75.08 -11.41);-11.41,-75.08;Moderado;Superficial;Junin
4531;4531;1991;92121;-13.97;-75.95;61;4.6;20223006;POINT (-75.95 -13.97);-13.97,-75.95;Moderado;Intermedia;Ica
4533;4533;1991;133828;-14.54;-73.9;23;4.5;20223006;POINT (-73.9 -14.54);-14.54,-73.9;Moderado;Superficial;Ayacucho
4534;4534;1991;150316;-5.88;-75.35;166;4.7;20223006;POINT (-75.35 -5.88);-5.88,-75.35;Moderado;Intermedia;Loreto
4536;4536;1991;193328;-15.99;-73.12;14;4.9;20223006;POINT (-73.12 -15.99);-15.99,-73.12;Moderado;Superficial;Arequipa
4538;4538;1991;173401;-6.99;-79.67;50;5.3;20223006;POINT (-79.67 -6.99);-6.99,-79.67;Moderado;Superficial;Lambayeque
4540;4540;1991;3947;-11.78;-75.1;35;4.7;20223006;POINT (-75.1 -11.78);-11.78,-75.1;Moderado;Superficial;Junin
4541;4541;1991;151421;-14.63;-72.67;79;4.9;20223006;POINT (-72.67 -14.63);-14.63,-72.67;Moderado;Intermedia;Apurimac
4544;4544;1991;135236;-10.93;-76.92;104;4.9;20223006;POINT (-76.92 -10.93);-10.93,-76.92;Moderado;Intermedia;Lima
4547;4547;1991;222704;-13.48;-75.87;32;4.6;20223006;POINT (-75.87 -13.48);-13.48,-75.87;Moderado;Superficial;Ica
4549;4549;1991;203209;-12.13;-75.23;111;4.7;20223006;POINT (-75.23 -12.13);-12.13,-75.23;Moderado;Intermedia;Junin
4550;4550;1991;93054;-15.69;-73.94;33;4.5;20223006;POINT (-73.94 -15.69);-15.69,-73.94;Moderado;Superficial;Arequipa
4551;4551;1991;134130;-2.85;-76.08;91;5.1;20223006;POINT (-76.08 -2.85);-2.85,-76.08;Moderado;Intermedia;Loreto
4552;4552;1991;13704;-9.68;-72.42;100;4.6;20223006;POINT (-72.42 -9.68);-9.68,-72.42;Moderado;Intermedia;Ucayali
4553;4553;1991;14533;-18.11;-70.26;118;4.9;20223006;POINT (-70.26 -18.11);-18.11,-70.26;Moderado;Intermedia;Tacna
4559;4559;1991;130908;-5.81;-80.69;49;6.2;20223006;POINT (-80.69 -5.81);-5.81,-80.69;Fuerte;Superficial;Piura
4560;4560;1991;15732;-14.94;-73.7;75;4.6;20223006;POINT (-73.7 -14.94);-14.94,-73.7;Moderado;Intermedia;Ayacucho
4563;4563;1991;80130;-7.27;-74.56;148;4.6;20223006;POINT (-74.56 -7.27);-7.27,-74.56;Moderado;Intermedia;Loreto
4565;4565;1991;91243;-6.06;-77.49;115;4.7;20223006;POINT (-77.49 -6.06);-6.06,-77.49;Moderado;Intermedia;Amazonas
4567;4567;1991;25759;-5.71;-79.33;92;4.9;20223006;POINT (-79.33 -5.71);-5.71,-79.33;Moderado;Intermedia;Cajamarca
4568;4568;1991;194012;-8.43;-77.42;27;4.5;20223006;POINT (-77.42 -8.43);-8.43,-77.42;Moderado;Superficial;La Libertad
4571;4571;1991;220212;-9.44;-77.71;28;4.7;20223006;POINT (-77.71 -9.44);-9.44,-77.71;Moderado;Superficial;Ancash
4572;4572;1991;171500;-14.02;-73.21;51;4.5;20223006;POINT (-73.21 -14.02);-14.02,-73.21;Moderado;Superficial;Apurimac
4575;4575;1991;15318;-5.02;-77.51;34;5.0;20223006;POINT (-77.51 -5.02);-5.02,-77.51;Moderado;Superficial;Loreto
4576;4576;1991;23017;-10.71;-72.97;142;4.5;20223006;POINT (-72.97 -10.71);-10.71,-72.97;Moderado;Intermedia;Ucayali
4579;4579;1991;152319;-5.95;-76.94;21;6.6;20223006;POINT (-76.94 -5.95);-5.95,-76.94;Fuerte;Superficial;San Martin
4580;4580;1991;160816;-5.85;-77.31;21;5.5;20223006;POINT (-77.31 -5.85);-5.85,-77.31;Moderado;Superficial;San Martin
4582;4582;1991;190444;-6.38;-78.48;12;4.6;20223006;POINT (-78.48 -6.38);-6.38,-78.48;Moderado;Superficial;Cajamarca
4583;4583;1991;200904;-5.98;-76.8;37;4.7;20223006;POINT (-76.8 -5.98);-5.98,-76.8;Moderado;Superficial;San Martin
4584;4584;1991;225439;-5.96;-76.88;142;4.9;20223006;POINT (-76.88 -5.96);-5.96,-76.88;Moderado;Intermedia;San Martin
4585;4585;1991;41947;-5.81;-76.86;20;6.9;20223006;POINT (-76.86 -5.81);-5.81,-76.86;Fuerte;Superficial;San Martin
4586;4586;1991;50110;-5.81;-77.339;24;5.6;20223006;POINT (-77.339 -5.81);-5.81,-77.339;Moderado;Superficial;San Martin
4587;4587;1991;52024;-5.773;-77.146;33;5.0;20223006;POINT (-77.146 -5.773);-5.773,-77.146;Moderado;Superficial;San Martin
4588;4588;1991;52946;-5.8;-77.21;21;5.3;20223006;POINT (-77.21 -5.8);-5.8,-77.21;Moderado;Superficial;San Martin
4589;4589;1991;54645;-5.583;-77.459;33;4.7;20223006;POINT (-77.459 -5.583);-5.583,-77.459;Moderado;Superficial;Loreto
4590;4590;1991;55340;-5.58;-77.54;114;5.2;20223006;POINT (-77.54 -5.58);-5.58,-77.54;Moderado;Intermedia;San Martin
4591;4591;1991;60151;-5.584;-76.758;33;4.4;20223006;POINT (-76.758 -5.584);-5.584,-76.758;Moderado;Superficial;Loreto
4592;4592;1991;64555;-5.548;-77.412;33;4.8;20223006;POINT (-77.412 -5.548);-5.548,-77.412;Moderado;Superficial;Loreto
4593;4593;1991;65412;-5.399;-77.052;33;4.7;20223006;POINT (-77.052 -5.399);-5.399,-77.052;Moderado;Superficial;Loreto
4594;4594;1991;72705;-6.45;-77.72;129;4.7;20223006;POINT (-77.72 -6.45);-6.45,-77.72;Moderado;Intermedia;Amazonas
4595;4595;1991;83300;-6.31;-77.84;13;4.7;20223006;POINT (-77.84 -6.31);-6.31,-77.84;Moderado;Superficial;Amazonas
4596;4596;1991;111225;-5.77;-78.02;102;4.9;20223006;POINT (-78.02 -5.77);-5.77,-78.02;Moderado;Intermedia;Amazonas
4597;4597;1991;112144;-7.78;-77.08;66;4.5;20223006;POINT (-77.08 -7.78);-7.78,-77.08;Moderado;Intermedia;San Martin
4598;4598;1991;130226;-4.52;-77.62;76;4.6;20223006;POINT (-77.62 -4.52);-4.52,-77.62;Moderado;Intermedia;Loreto
4599;4599;1991;134032;-6.36;-77.46;75;5.2;20223006;POINT (-77.46 -6.36);-6.36,-77.46;Moderado;Intermedia;Amazonas
4600;4600;1991;135859;-5.58;-77.08;112;4.7;20223006;POINT (-77.08 -5.58);-5.58,-77.08;Moderado;Intermedia;Loreto
4602;4602;1991;171354;-5.97;-76.99;21;5.5;20223006;POINT (-76.99 -5.97);-5.97,-76.99;Moderado;Superficial;San Martin
4604;4604;1991;175008;-5.856;-77.204;33;4.4;20223006;POINT (-77.204 -5.856);-5.856,-77.204;Moderado;Superficial;San Martin
4605;4605;1991;203742;-6.28;-77.49;31;5.0;20223006;POINT (-77.49 -6.28);-6.28,-77.49;Moderado;Superficial;Amazonas
4606;4606;1991;213835;-5.91;-77.35;38;5.2;20223006;POINT (-77.35 -5.91);-5.91,-77.35;Moderado;Superficial;San Martin
4607;4607;1991;230953;-6.36;-76.83;24;4.7;20223006;POINT (-76.83 -6.36);-6.36,-76.83;Moderado;Superficial;San Martin
4608;4608;1991;235525;-5.74;-77.87;72;4.6;20223006;POINT (-77.87 -5.74);-5.74,-77.87;Moderado;Intermedia;Amazonas
4609;4609;1991;3343;-5.35;-76.87;7;4.7;20223006;POINT (-76.87 -5.35);-5.35,-76.87;Moderado;Superficial;Loreto
4610;4610;1991;32123;-5.94;-77.27;98;4.7;20223006;POINT (-77.27 -5.94);-5.94,-77.27;Moderado;Intermedia;San Martin
4611;4611;1991;35744;-5.81;-76.89;20;5.1;20223006;POINT (-76.89 -5.81);-5.81,-76.89;Moderado;Superficial;San Martin
4612;4612;1991;42022;-5.57;-77.02;33;4.2;20223006;POINT (-77.02 -5.57);-5.57,-77.02;Moderado;Superficial;Loreto
4613;4613;1991;60440;-5.89;-76.92;25;4.8;20223006;POINT (-76.92 -5.89);-5.89,-76.92;Moderado;Superficial;San Martin
4614;4614;1991;74335;-15.56;-73.47;49;4.6;20223006;POINT (-73.47 -15.56);-15.56,-73.47;Moderado;Superficial;Arequipa
4615;4615;1991;142229;-6.25;-76.92;35;5.4;20223006;POINT (-76.92 -6.25);-6.25,-76.92;Moderado;Superficial;San Martin
4616;4616;1991;144836;-5.86;-77.52;24;5.3;20223006;POINT (-77.52 -5.86);-5.86,-77.52;Moderado;Superficial;San Martin
4617;4617;1991;151014;-6.02;-77.2;20;4.7;20223006;POINT (-77.2 -6.02);-6.02,-77.2;Moderado;Superficial;San Martin
4618;4618;1991;163040;-6.15;-77.61;35;5.2;20223006;POINT (-77.61 -6.15);-6.15,-77.61;Moderado;Superficial;Amazonas
4619;4619;1991;181141;-5.96;-77.27;23;5.1;20223006;POINT (-77.27 -5.96);-5.96,-77.27;Moderado;Superficial;San Martin
4620;4620;1991;181323;-5.73;-77.06;113;5.1;20223006;POINT (-77.06 -5.73);-5.73,-77.06;Moderado;Intermedia;San Martin
4621;4621;1991;191049;-5.92;-77.05;38;4.5;20223006;POINT (-77.05 -5.92);-5.92,-77.05;Moderado;Superficial;San Martin
4622;4622;1991;201103;-6.16;-77.01;16;4.5;20223006;POINT (-77.01 -6.16);-6.16,-77.01;Moderado;Superficial;San Martin
4623;4623;1991;201855;-5.77;-76.96;23;4.8;20223006;POINT (-76.96 -5.77);-5.77,-76.96;Moderado;Superficial;San Martin
4624;4624;1991;204658;-6.51;-77.4;24;4.6;20223006;POINT (-77.4 -6.51);-6.51,-77.4;Moderado;Superficial;Amazonas
4625;4625;1991;205348;-5.24;-77.22;14;4.8;20223006;POINT (-77.22 -5.24);-5.24,-77.22;Moderado;Superficial;Loreto
4626;4626;1991;213351;-6.3;-77.11;47;4.7;20223006;POINT (-77.11 -6.3);-6.3,-77.11;Moderado;Superficial;San Martin
4627;4627;1991;220711;-6.08;-77.24;37;4.7;20223006;POINT (-77.24 -6.08);-6.08,-77.24;Moderado;Superficial;San Martin
4628;4628;1991;231929;-5.51;-77.03;127;4.5;20223006;POINT (-77.03 -5.51);-5.51,-77.03;Moderado;Intermedia;Loreto
4629;4629;1991;4105;-6.58;-77.63;45;4.9;20223006;POINT (-77.63 -6.58);-6.58,-77.63;Moderado;Superficial;Amazonas
4630;4630;1991;10310;-9.9;-74.72;128;5.2;20223006;POINT (-74.72 -9.9);-9.9,-74.72;Moderado;Intermedia;Pasco
4631;4631;1991;54049;-6.26;-77.03;28;4.7;20223006;POINT (-77.03 -6.26);-6.26,-77.03;Moderado;Superficial;San Martin
4632;4632;1991;64508;-6.13;-76.82;153;4.7;20223006;POINT (-76.82 -6.13);-6.13,-76.82;Moderado;Intermedia;San Martin
4633;4633;1991;84353;-5.35;-76.87;42;4.8;20223006;POINT (-76.87 -5.35);-5.35,-76.87;Moderado;Superficial;Loreto
4634;4634;1991;93115;-7.81;-77.69;29;4.5;20223006;POINT (-77.69 -7.81);-7.81,-77.69;Moderado;Superficial;La Libertad
4635;4635;1991;100934;-6.1;-77.35;35;4.6;20223006;POINT (-77.35 -6.1);-6.1,-77.35;Moderado;Superficial;Amazonas
4637;4637;1991;134425;-6.02;-77.29;27;5.0;20223006;POINT (-77.29 -6.02);-6.02,-77.29;Moderado;Superficial;San Martin
4638;4638;1991;231624;-5.57;-76.87;87;5.3;20223006;POINT (-76.87 -5.57);-5.57,-76.87;Moderado;Intermedia;Loreto
4639;4639;1991;85008;-5.86;-77.06;28;4.7;20223006;POINT (-77.06 -5.86);-5.86,-77.06;Moderado;Superficial;San Martin
4640;4640;1991;85109;-5.92;-77.11;28;4.7;20223006;POINT (-77.11 -5.92);-5.92,-77.11;Moderado;Superficial;San Martin
4641;4641;1991;104024;-6.27;-77.18;37;4.6;20223006;POINT (-77.18 -6.27);-6.27,-77.18;Moderado;Superficial;Amazonas
4642;4642;1991;195305;-6.02;-77.13;34;5.1;20223006;POINT (-77.13 -6.02);-6.02,-77.13;Moderado;Superficial;San Martin
4643;4643;1991;223545;-5.98;-77.2;27;4.8;20223006;POINT (-77.2 -5.98);-5.98,-77.2;Moderado;Superficial;San Martin
4644;4644;1991;223644;-6.01;-77.16;27;4.8;20223006;POINT (-77.16 -6.01);-6.01,-77.16;Moderado;Superficial;San Martin
4645;4645;1991;223906;-6.19;-77.34;10;4.7;20223006;POINT (-77.34 -6.19);-6.19,-77.34;Moderado;Superficial;Amazonas
4646;4646;1991;914;-6.17;-77.11;29;5.3;20223006;POINT (-77.11 -6.17);-6.17,-77.11;Moderado;Superficial;San Martin
4647;4647;1991;1554;-5.82;-77.04;29;4.7;20223006;POINT (-77.04 -5.82);-5.82,-77.04;Moderado;Superficial;San Martin
4648;4648;1991;10315;-5.57;-76.57;132;4.5;20223006;POINT (-76.57 -5.57);-5.57,-76.57;Moderado;Intermedia;Loreto
4649;4649;1991;60223;-9.63;-74.68;133;6.0;20223006;POINT (-74.68 -9.63);-9.63,-74.68;Fuerte;Intermedia;Pasco
4650;4650;1991;133750;-5.77;-76.93;24;4.8;20223006;POINT (-76.93 -5.77);-5.77,-76.93;Moderado;Superficial;San Martin
