;ID;FECHA_UTC;HORA_UTC;LATITUD;LONGITUD;PROFUNDIDAD;MAGNITUD;FECHA_CORTE;geometry;UBICACION;MAGNITUD_CAT;PROFUNDIDAD_CAT;LUGAR
9086;9086;2001;64719;-11.5397;-76.1408;97;4.9;20223006;POINT (-76.1408 -11.5397);-11.5397,-76.1408;Moderado;Intermedia;Junin
9087;9087;2001;94004;-5.3155;-80.8816;22;4.5;20223006;POINT (-80.8816 -5.3155);-5.3155,-80.8816;Moderado;Superficial;Piura
9089;9089;2001;183717;-8.4505;-75.9677;159;4.5;20223006;POINT (-75.9677 -8.4505);-8.4505,-75.9677;Moderado;Intermedia;Huanuco
9098;9098;2001;50513;-6.5503;-79.4553;86;4.5;20223006;POINT (-79.4553 -6.5503);-6.5503,-79.4553;Moderado;Intermedia;Lambayeque
9100;9100;2001;163608;-3.692;-75.8807;77;4.5;20223006;POINT (-75.8807 -3.692);-3.692,-75.8807;Moderado;Intermedia;Loreto
9102;9102;2001;41854;-14.1295;-74.4188;41;4.8;20223006;POINT (-74.4188 -14.1295);-14.1295,-74.4188;Moderado;Superficial;Ayacucho
9103;9103;2001;34445;-12.9912;-76.0242;90;4.8;20223006;POINT (-76.0242 -12.9912);-12.9912,-76.0242;Moderado;Intermedia;Lima
9104;9104;2001;230946;-16.374;-72.5385;101;4.5;20223006;POINT (-72.5385 -16.374);-16.374,-72.5385;Moderado;Intermedia;Arequipa
9105;9105;2001;235659;-4.1878;-76.797;140;5.8;20223006;POINT (-76.797 -4.1878);-4.1878,-76.797;Moderado;Intermedia;Loreto
9106;9106;2001;11948;-13.7866;-74.9626;108;4.7;20223006;POINT (-74.9626 -13.7866);-13.7866,-74.9626;Moderado;Intermedia;Huancavelica
9107;9107;2001;23641;-14.4966;-74.8825;52;4.8;20223006;POINT (-74.8825 -14.4966);-14.4966,-74.8825;Moderado;Superficial;Ayacucho
9109;9109;2001;15219;-5.966;-76.175;117;4.1;20223006;POINT (-76.175 -5.966);-5.966,-76.175;Moderado;Intermedia;Loreto
9110;9110;2001;35245;-14.1144;-72.7202;58;4.5;20223006;POINT (-72.7202 -14.1144);-14.1144,-72.7202;Moderado;Superficial;Apurimac
9112;9112;2001;224720;-11.145;-73.9393;145;4.9;20223006;POINT (-73.9393 -11.145);-11.145,-73.9393;Moderado;Intermedia;Ucayali
9113;9113;2001;150641;-15.0524;-74.3669;135;4.5;20223006;POINT (-74.3669 -15.0524);-15.0524,-74.3669;Moderado;Intermedia;Ayacucho
9114;9114;2001;20612;-8.701;-74.2755;155;4.8;20223006;POINT (-74.2755 -8.701);-8.701,-74.2755;Moderado;Intermedia;Ucayali
9115;9115;2001;215608;-6.5572;-78.2144;90;4.5;20223006;POINT (-78.2144 -6.5572);-6.5572,-78.2144;Moderado;Intermedia;Cajamarca
9116;9116;2001;92850;-6.188;-76.9136;138;4.9;20223006;POINT (-76.9136 -6.188);-6.188,-76.9136;Moderado;Intermedia;San Martin
9117;9117;2001;185909;-9.0803;-77.3107;51;4.8;20223006;POINT (-77.3107 -9.0803);-9.0803,-77.3107;Moderado;Superficial;Ancash
9120;9120;2001;175820;-4.182;-81.123;35;4.7;20223006;POINT (-81.123 -4.182);-4.182,-81.123;Moderado;Superficial;Piura
9121;9121;2001;222147;-8.4401;-74.3787;167;4.9;20223006;POINT (-74.3787 -8.4401);-8.4401,-74.3787;Moderado;Intermedia;Ucayali
9124;9124;2001;231447;-7.9628;-74.3881;184;4.6;20223006;POINT (-74.3881 -7.9628);-7.9628,-74.3881;Moderado;Intermedia;Ucayali
9125;9125;2001;131944;-15.5513;-70.8923;198;5.8;20223006;POINT (-70.8923 -15.5513);-15.5513,-70.8923;Moderado;Intermedia;Puno
9127;9127;2001;40522;-7.9074;-75.2255;121;4.9;20223006;POINT (-75.2255 -7.9074);-7.9074,-75.2255;Moderado;Intermedia;Loreto
9132;9132;2001;173937;-16.7576;-71.93;33;4.6;20223006;POINT (-71.93 -16.7576);-16.7576,-71.93;Moderado;Superficial;Arequipa
9135;9135;2001;152019;-11.2882;-74.4721;28;5.9;20223006;POINT (-74.4721 -11.2882);-11.2882,-74.4721;Moderado;Superficial;Junin
9136;9136;2001;114606;-10.7596;-75.1572;143;4.8;20223006;POINT (-75.1572 -10.7596);-10.7596,-75.1572;Moderado;Intermedia;Pasco
9137;9137;2001;134609;-11.5752;-74.4486;10;4.5;20223006;POINT (-74.4486 -11.5752);-11.5752,-74.4486;Moderado;Superficial;Junin
9138;9138;2001;135539;-11.5342;-74.3959;20;4.7;20223006;POINT (-74.3959 -11.5342);-11.5342,-74.3959;Moderado;Superficial;Junin
9140;9140;2001;81957;-15.0702;-74.6691;42;4.5;20223006;POINT (-74.6691 -15.0702);-15.0702,-74.6691;Moderado;Superficial;Ayacucho
9141;9141;2001;10344;-11.2696;-73.3478;44;4.6;20223006;POINT (-73.3478 -11.2696);-11.2696,-73.3478;Moderado;Superficial;Ucayali
9143;9143;2001;233001;-14.4505;-75.8816;53;5.3;20223006;POINT (-75.8816 -14.4505);-14.4505,-75.8816;Moderado;Superficial;Ica
9145;9145;2001;192041;-9.9904;-76.5183;42;4.5;20223006;POINT (-76.5183 -9.9904);-9.9904,-76.5183;Moderado;Superficial;Huanuco
9146;9146;2001;30218;-15.7913;-72.6578;119;4.6;20223006;POINT (-72.6578 -15.7913);-15.7913,-72.6578;Moderado;Intermedia;Arequipa
9148;9148;2001;72329;-14.2189;-75.5527;39;4.5;20223006;POINT (-75.5527 -14.2189);-14.2189,-75.5527;Moderado;Superficial;Ica
9150;9150;2001;75100;-5.6351;-75.7183;170;4.6;20223006;POINT (-75.7183 -5.6351);-5.6351,-75.7183;Moderado;Intermedia;Loreto
9151;9151;2001;145526;-8.1384;-76.9446;161;4.5;20223006;POINT (-76.9446 -8.1384);-8.1384,-76.9446;Moderado;Intermedia;San Martin
9152;9152;2001;32755;-10.4138;-76.1595;39;4.6;20223006;POINT (-76.1595 -10.4138);-10.4138,-76.1595;Moderado;Superficial;Pasco
9153;9153;2001;81050;-5.4918;-76.4674;122;5.3;20223006;POINT (-76.4674 -5.4918);-5.4918,-76.4674;Moderado;Intermedia;Loreto
9155;9155;2001;113552;-5.4904;-77.725;91;4.9;20223006;POINT (-77.725 -5.4904);-5.4904,-77.725;Moderado;Intermedia;San Martin
9156;9156;2001;124232;-8.9189;-77.9385;48;4.9;20223006;POINT (-77.9385 -8.9189);-8.9189,-77.9385;Moderado;Superficial;Ancash
9157;9157;2001;140327;-5.4313;-76.6747;153;4.5;20223006;POINT (-76.6747 -5.4313);-5.4313,-76.6747;Moderado;Intermedia;Loreto
9158;9158;2001;152028;-8.977;-77.8473;49;4.5;20223006;POINT (-77.8473 -8.977);-8.977,-77.8473;Moderado;Superficial;Ancash
9159;9159;2001;91410;-5.1782;-76.3213;136;5.1;20223006;POINT (-76.3213 -5.1782);-5.1782,-76.3213;Moderado;Intermedia;Loreto
9160;9160;2001;14444;-8.4276;-75.9889;94;4.7;20223006;POINT (-75.9889 -8.4276);-8.4276,-75.9889;Moderado;Intermedia;Huanuco
9161;9161;2001;32202;-5.3984;-76.7107;160;5.0;20223006;POINT (-76.7107 -5.3984);-5.3984,-76.7107;Moderado;Intermedia;Loreto
9162;9162;2001;144158;-6.0673;-74.7084;146;4.6;20223006;POINT (-74.7084 -6.0673);-6.0673,-74.7084;Moderado;Intermedia;Loreto
9166;9166;2001;30211;-3.1345;-74.7208;80;4.8;20223006;POINT (-74.7208 -3.1345);-3.1345,-74.7208;Moderado;Intermedia;Loreto
9174;9174;2001;202209;-5.8366;-77.1729;127;4.7;20223006;POINT (-77.1729 -5.8366);-5.8366,-77.1729;Moderado;Intermedia;San Martin
9175;9175;2001;222405;-17.8814;-69.9813;164;4.8;20223006;POINT (-69.9813 -17.8814);-17.8814,-69.9813;Moderado;Intermedia;Tacna
9177;9177;2001;54629;-4.0095;-77.6445;81;4.5;20223006;POINT (-77.6445 -4.0095);-4.0095,-77.6445;Moderado;Intermedia;Amazonas
9179;9179;2001;65907;-11.3684;-76.2445;42;4.6;20223006;POINT (-76.2445 -11.3684);-11.3684,-76.2445;Moderado;Superficial;Junin
9180;9180;2001;175941;-7.5421;-74.3301;170;5.2;20223006;POINT (-74.3301 -7.5421);-7.5421,-74.3301;Moderado;Intermedia;Ucayali
9181;9181;2001;24115;-4.2973;-77.1862;142;4.9;20223006;POINT (-77.1862 -4.2973);-4.2973,-77.1862;Moderado;Intermedia;Loreto
9182;9182;2001;233912;-4.2379;-73.1847;188;5.1;20223006;POINT (-73.1847 -4.2379);-4.2379,-73.1847;Moderado;Intermedia;Loreto
9184;9184;2001;234541;-10.8128;-75.3787;45;5.4;20223006;POINT (-75.3787 -10.8128);-10.8128,-75.3787;Moderado;Superficial;Pasco
9185;9185;2001;235105;-10.6442;-75.3911;34;4.6;20223006;POINT (-75.3911 -10.6442);-10.6442,-75.3911;Moderado;Superficial;Pasco
9187;9187;2001;233311;-8.5491;-74.3182;158;5.3;20223006;POINT (-74.3182 -8.5491);-8.5491,-74.3182;Moderado;Intermedia;Ucayali
9188;9188;2001;559;-10.0521;-74.5858;142;4.5;20223006;POINT (-74.5858 -10.0521);-10.0521,-74.5858;Moderado;Intermedia;Pasco
9190;9190;2001;80746;-7.2568;-76.3568;131;4.5;20223006;POINT (-76.3568 -7.2568);-7.2568,-76.3568;Moderado;Intermedia;San Martin
9191;9191;2001;232103;-14.9735;-72.5912;122;4.8;20223006;POINT (-72.5912 -14.9735);-14.9735,-72.5912;Moderado;Intermedia;Arequipa
9192;9192;2001;1441;-10.1041;-77.9843;16;4.5;20223006;POINT (-77.9843 -10.1041);-10.1041,-77.9843;Moderado;Superficial;Ancash
9195;9195;2001;5339;-9.2164;-74.1822;72;5.0;20223006;POINT (-74.1822 -9.2164);-9.2164,-74.1822;Moderado;Intermedia;Ucayali
9196;9196;2001;164245;-3.049;-77.206;33;4.1;20223006;POINT (-77.206 -3.049);-3.049,-77.206;Moderado;Superficial;Loreto
9201;9201;2001;192908;-5.0086;-80.2929;41;4.9;20223006;POINT (-80.2929 -5.0086);-5.0086,-80.2929;Moderado;Superficial;Piura
9202;9202;2001;40213;-7.9893;-74.5033;188;4.5;20223006;POINT (-74.5033 -7.9893);-7.9893,-74.5033;Moderado;Intermedia;Ucayali
9205;9205;2001;202749;-8.0835;-75.2211;160;4.6;20223006;POINT (-75.2211 -8.0835);-8.0835,-75.2211;Moderado;Intermedia;Loreto
9206;9206;2001;180838;-8.5194;-74.2544;127;4.5;20223006;POINT (-74.2544 -8.5194);-8.5194,-74.2544;Moderado;Intermedia;Ucayali
9207;9207;2001;204733;-10.6984;-74.7436;141;4.5;20223006;POINT (-74.7436 -10.6984);-10.6984,-74.7436;Moderado;Intermedia;Pasco
9208;9208;2001;235918;-14.5268;-73.6384;42;4.5;20223006;POINT (-73.6384 -14.5268);-14.5268,-73.6384;Moderado;Superficial;Ayacucho
9210;9210;2001;205146;-16.2239;-72.8135;83;4.7;20223006;POINT (-72.8135 -16.2239);-16.2239,-72.8135;Moderado;Intermedia;Arequipa
9211;9211;2001;41037;-17.9164;-70.1064;143;4.5;20223006;POINT (-70.1064 -17.9164);-17.9164,-70.1064;Moderado;Intermedia;Tacna
9214;9214;2001;152657;-16.7075;-69.8186;172;5.3;20223006;POINT (-69.8186 -16.7075);-16.7075,-69.8186;Moderado;Intermedia;Puno
9216;9216;2001;3812;-9.756;-72.479;33;4.2;20223006;POINT (-72.479 -9.756);-9.756,-72.479;Moderado;Superficial;Ucayali
9217;9217;2001;103628;-4.3727;-78.4682;56;4.9;20223006;POINT (-78.4682 -4.3727);-4.3727,-78.4682;Moderado;Superficial;Amazonas
9218;9218;2001;204600;-8.9809;-74.3437;180;4.9;20223006;POINT (-74.3437 -8.9809);-8.9809,-74.3437;Moderado;Intermedia;Ucayali
9219;9219;2001;161631;-5.6434;-75.9091;75;4.5;20223006;POINT (-75.9091 -5.6434);-5.6434,-75.9091;Moderado;Intermedia;Loreto
9221;9221;2001;4641;-8.2551;-74.1822;164;4.5;20223006;POINT (-74.1822 -8.2551);-8.2551,-74.1822;Moderado;Intermedia;Ucayali
9224;9224;2001;185130;-8.8579;-75.0138;129;4.8;20223006;POINT (-75.0138 -8.8579);-8.8579,-75.0138;Moderado;Intermedia;Ucayali
9225;9225;2001;13151;-17.8274;-70.3544;112;4.9;20223006;POINT (-70.3544 -17.8274);-17.8274,-70.3544;Moderado;Intermedia;Tacna
9228;9228;2001;14541;-4.283;-80.721;33;4.8;20223006;POINT (-80.721 -4.283);-4.283,-80.721;Moderado;Superficial;Piura
9231;9231;2001;203813;-15.4009;-70.9908;185;4.9;20223006;POINT (-70.9908 -15.4009);-15.4009,-70.9908;Moderado;Intermedia;Puno
9233;9233;2001;214609;-5.1645;-81.0979;39;4.5;20223006;POINT (-81.0979 -5.1645);-5.1645,-81.0979;Moderado;Superficial;Piura
9238;9238;2001;71024;-8.7347;-78.3309;14;4.7;20223006;POINT (-78.3309 -8.7347);-8.7347,-78.3309;Moderado;Superficial;Ancash
9239;9239;2001;124624;-8.2617;-73.9871;172;5.0;20223006;POINT (-73.9871 -8.2617);-8.2617,-73.9871;Moderado;Intermedia;Ucayali
9240;9240;2001;71115;-14.5066;-72.8461;74;4.5;20223006;POINT (-72.8461 -14.5066);-14.5066,-72.8461;Moderado;Intermedia;Apurimac
9242;9242;2001;193908;-8.403;-74.23;167;4.4;20223006;POINT (-74.23 -8.403);-8.403,-74.23;Moderado;Intermedia;Ucayali
9246;9246;2001;162057;-3.7841;-80.7106;55;4.8;20223006;POINT (-80.7106 -3.7841);-3.7841,-80.7106;Moderado;Superficial;Tumbes
9247;9247;2001;175659;-3.8845;-80.576;32;4.5;20223006;POINT (-80.576 -3.8845);-3.8845,-80.576;Moderado;Superficial;Tumbes
9249;9249;2001;201058;-9.3007;-74.7964;164;4.5;20223006;POINT (-74.7964 -9.3007);-9.3007,-74.7964;Moderado;Intermedia;Huanuco
9258;9258;2001;211712;-16.0425;-71.8447;130;5.4;20223006;POINT (-71.8447 -16.0425);-16.0425,-71.8447;Moderado;Intermedia;Arequipa
9261;9261;2001;212307;-13.2609;-74.1626;84;5.7;20223006;POINT (-74.1626 -13.2609);-13.2609,-74.1626;Moderado;Intermedia;Ayacucho
9264;9264;2001;213407;-16.743;-71.863;33;4.8;20223006;POINT (-71.863 -16.743);-16.743,-71.863;Moderado;Superficial;Arequipa
9265;9265;2001;213523;-17.323;-70.144;33;5.0;20223006;POINT (-70.144 -17.323);-17.323,-70.144;Moderado;Superficial;Tacna
9267;9267;2001;214134;-17.72;-71.054;33;5.1;20223006;POINT (-71.054 -17.72);-17.72,-71.054;Moderado;Superficial;Tacna
9290;9290;2001;2253;-17.094;-71.3821;46;4.8;20223006;POINT (-71.3821 -17.094);-17.094,-71.3821;Moderado;Superficial;Arequipa
9295;9295;2001;4715;-17.1646;-70.6874;91;4.7;20223006;POINT (-70.6874 -17.1646);-17.1646,-70.6874;Moderado;Intermedia;Moquegua
9296;9296;2001;4933;-3.968;-80.866;31;5.2;20223006;POINT (-80.866 -3.968);-3.968,-80.866;Moderado;Superficial;Tumbes
9301;9301;2001;11758;-15.6896;-72.9238;47;4.7;20223006;POINT (-72.9238 -15.6896);-15.6896,-72.9238;Moderado;Superficial;Arequipa
9314;9314;2001;25234;-13.7564;-71.9659;44;4.6;20223006;POINT (-71.9659 -13.7564);-13.7564,-71.9659;Moderado;Superficial;Cusco
9322;9322;2001;35948;-15.533;-71.976;33;4.7;20223006;POINT (-71.976 -15.533);-15.533,-71.976;Moderado;Superficial;Arequipa
9341;9341;2001;55730;-14.6688;-75.2512;43;4.7;20223006;POINT (-75.2512 -14.6688);-14.6688,-75.2512;Moderado;Superficial;Ica
9348;9348;2001;75316;-17.508;-70.989;33;4.1;20223006;POINT (-70.989 -17.508);-17.508,-70.989;Moderado;Superficial;Moquegua
9357;9357;2001;103700;-16.1464;-73.2344;67;5.0;20223006;POINT (-73.2344 -16.1464);-16.1464,-73.2344;Moderado;Intermedia;Arequipa
9360;9360;2001;105250;-16.5139;-71.3814;10;5.1;20223006;POINT (-71.3814 -16.5139);-16.5139,-71.3814;Moderado;Superficial;Arequipa
9361;9361;2001;111221;-16.1898;-73.1862;23;4.6;20223006;POINT (-73.1862 -16.1898);-16.1898,-73.1862;Moderado;Superficial;Arequipa
9372;9372;2001;135107;-15.9571;-71.5606;13;4.6;20223006;POINT (-71.5606 -15.9571);-15.9571,-71.5606;Moderado;Superficial;Arequipa
9375;9375;2001;141333;-17.0207;-71.6461;52;5.2;20223006;POINT (-71.6461 -17.0207);-17.0207,-71.6461;Moderado;Superficial;Arequipa
9377;9377;2001;151049;-17.1417;-70.9329;43;4.7;20223006;POINT (-70.9329 -17.1417);-17.1417,-70.9329;Moderado;Superficial;Moquegua
9378;9378;2001;151325;-15.7457;-72.7539;86;5.3;20223006;POINT (-72.7539 -15.7457);-15.7457,-72.7539;Moderado;Intermedia;Arequipa
9391;9391;2001;222840;-16.2819;-72.842;48;5.1;20223006;POINT (-72.842 -16.2819);-16.2819,-72.842;Moderado;Superficial;Arequipa
9395;9395;2001;233303;-16.9738;-70.1532;38;4.9;20223006;POINT (-70.1532 -16.9738);-16.9738,-70.1532;Moderado;Superficial;Tacna
9402;9402;2001;33437;-14.5877;-69.6286;47;4.6;20223006;POINT (-69.6286 -14.5877);-14.5877,-69.6286;Moderado;Superficial;Puno
9411;9411;2001;91002;-17.8081;-71.0805;46;5.3;20223006;POINT (-71.0805 -17.8081);-17.8081,-71.0805;Moderado;Superficial;Tacna
9413;9413;2001;115545;-13.716;-73.9938;43;4.9;20223006;POINT (-73.9938 -13.716);-13.716,-73.9938;Moderado;Superficial;Ayacucho
9414;9414;2001;121631;-17.205;-70.135;33;4.1;20223006;POINT (-70.135 -17.205);-17.205,-70.135;Moderado;Superficial;Tacna
9422;9422;2001;221413;-17.4512;-71.1267;19;5.8;20223006;POINT (-71.1267 -17.4512);-17.4512,-71.1267;Moderado;Superficial;Moquegua
9423;9423;2001;223802;-11.8695;-74.7884;75;4.9;20223006;POINT (-74.7884 -11.8695);-11.8695,-74.7884;Moderado;Intermedia;Junin
9426;9426;2001;4630;-13.0574;-73.3018;44;5.2;20223006;POINT (-73.3018 -13.0574);-13.0574,-73.3018;Moderado;Superficial;Cusco
9429;9429;2001;43827;-11.4925;-74.5016;34;4.9;20223006;POINT (-74.5016 -11.4925);-11.4925,-74.5016;Moderado;Superficial;Junin
9432;9432;2001;62724;-16.5427;-70.7859;46;4.6;20223006;POINT (-70.7859 -16.5427);-16.5427,-70.7859;Moderado;Superficial;Moquegua
9438;9438;2001;92640;-16.5058;-73.0103;18;4.5;20223006;POINT (-73.0103 -16.5058);-16.5058,-73.0103;Moderado;Superficial;Arequipa
9441;9441;2001;121608;-15.993;-72.5925;46;4.9;20223006;POINT (-72.5925 -15.993);-15.993,-72.5925;Moderado;Superficial;Arequipa
9461;9461;2001;125545;-17.1786;-71.0021;53;4.9;20223006;POINT (-71.0021 -17.1786);-17.1786,-71.0021;Moderado;Superficial;Moquegua
9464;9464;2001;150921;-17.2103;-70.2352;35;4.7;20223006;POINT (-70.2352 -17.2103);-17.2103,-70.2352;Moderado;Superficial;Tacna
9466;9466;2001;185959;-17.2596;-70.9466;50;4.6;20223006;POINT (-70.9466 -17.2596);-17.2596,-70.9466;Moderado;Superficial;Moquegua
9469;9469;2001;223744;-17.713;-70.919;33;4.2;20223006;POINT (-70.919 -17.713);-17.713,-70.919;Moderado;Superficial;Tacna
9477;9477;2001;135437;-18.052;-70.703;33;4.1;20223006;POINT (-70.703 -18.052);-18.052,-70.703;Moderado;Superficial;Tacna
9478;9478;2001;155336;-11.948;-74.9863;64;4.9;20223006;POINT (-74.9863 -11.948);-11.948,-74.9863;Moderado;Intermedia;Junin
9483;9483;2001;233632;-8.2796;-74.063;26;4.5;20223006;POINT (-74.063 -8.2796);-8.2796,-74.063;Moderado;Superficial;Ucayali
9485;9485;2001;60553;-15.6675;-71.1614;30;4.9;20223006;POINT (-71.1614 -15.6675);-15.6675,-71.1614;Moderado;Superficial;Arequipa
9487;9487;2001;62910;-15.702;-71.595;33;4.7;20223006;POINT (-71.595 -15.702);-15.702,-71.595;Moderado;Superficial;Arequipa
9489;9489;2001;64547;-15.2476;-74.0669;56;4.9;20223006;POINT (-74.0669 -15.2476);-15.2476,-74.0669;Moderado;Superficial;Ayacucho
9490;9490;2001;101106;-5.0785;-76.9134;20;4.8;20223006;POINT (-76.9134 -5.0785);-5.0785,-76.9134;Moderado;Superficial;Loreto
9492;9492;2001;143901;-5.963;-80.7462;16;4.5;20223006;POINT (-80.7462 -5.963);-5.963,-80.7462;Moderado;Superficial;Piura
9494;9494;2001;211444;-15.7917;-70.6369;42;5.3;20223006;POINT (-70.6369 -15.7917);-15.7917,-70.6369;Moderado;Superficial;Puno
9495;9495;2001;223317;-15.6733;-70.7627;12;5.7;20223006;POINT (-70.7627 -15.6733);-15.6733,-70.7627;Moderado;Superficial;Puno
9496;9496;2001;223650;-15.7331;-70.8568;10;5.3;20223006;POINT (-70.8568 -15.7331);-15.7331,-70.8568;Moderado;Superficial;Puno
9497;9497;2001;234830;-15.7876;-70.8748;12;4.5;20223006;POINT (-70.8748 -15.7876);-15.7876,-70.8748;Moderado;Superficial;Puno
9508;9508;2001;225255;-17.1532;-70.7589;74;4.9;20223006;POINT (-70.7589 -17.1532);-17.1532,-70.7589;Moderado;Intermedia;Moquegua
9512;9512;2001;91135;-15.563;-72.134;33;4.5;20223006;POINT (-72.134 -15.563);-15.563,-72.134;Moderado;Superficial;Arequipa
9514;9514;2001;104651;-15.4805;-69.9564;187;4.5;20223006;POINT (-69.9564 -15.4805);-15.4805,-69.9564;Moderado;Intermedia;Puno
9521;9521;2001;213250;-15.6883;-70.4394;48;4.9;20223006;POINT (-70.4394 -15.6883);-15.6883,-70.4394;Moderado;Superficial;Puno
9523;9523;2001;51027;-16.733;-70.914;33;4.5;20223006;POINT (-70.914 -16.733);-16.733,-70.914;Moderado;Superficial;Moquegua
9525;9525;2001;10854;-16.639;-72.5472;64;4.5;20223006;POINT (-72.5472 -16.639);-16.639,-72.5472;Moderado;Intermedia;Arequipa
9529;9529;2001;143150;-13.0309;-70.7586;163;4.6;20223006;POINT (-70.7586 -13.0309);-13.0309,-70.7586;Moderado;Intermedia;Madre de Dios
9534;9534;2001;13917;-17.1642;-70.9669;83;4.8;20223006;POINT (-70.9669 -17.1642);-17.1642,-70.9669;Moderado;Intermedia;Moquegua
9535;9535;2001;120246;-16.5887;-72.7621;14;4.7;20223006;POINT (-72.7621 -16.5887);-16.5887,-72.7621;Moderado;Superficial;Arequipa
9571;9571;2001;170427;-16.2624;-71.4847;33;5.1;20223006;POINT (-71.4847 -16.2624);-16.2624,-71.4847;Moderado;Superficial;Arequipa
9587;9587;2001;51018;-16.783;-72.323;33;4.1;20223006;POINT (-72.323 -16.783);-16.783,-72.323;Moderado;Superficial;Arequipa
9588;9588;2001;51106;-13.3702;-75.8782;46;4.6;20223006;POINT (-75.8782 -13.3702);-13.3702,-75.8782;Moderado;Superficial;Ica
9591;9591;2001;91935;-16.9308;-71.9387;64;4.9;20223006;POINT (-71.9387 -16.9308);-16.9308,-71.9387;Moderado;Intermedia;Arequipa
9600;9600;2001;42750;-17.8697;-69.979;118;4.9;20223006;POINT (-69.979 -17.8697);-17.8697,-69.979;Moderado;Intermedia;Tacna
9603;9603;2001;93653;-14.5492;-70.0668;221;5.3;20223006;POINT (-70.0668 -14.5492);-14.5492,-70.0668;Moderado;Intermedia;Puno
9604;9604;2001;141502;-15.7704;-70.8132;14;5.1;20223006;POINT (-70.8132 -15.7704);-15.7704,-70.8132;Moderado;Superficial;Puno
9609;9609;2001;32624;-15.537;-70.52;33;4.0;20223006;POINT (-70.52 -15.537);-15.537,-70.52;Moderado;Superficial;Puno
9612;9612;2001;73547;-15.8178;-70.8622;7;4.9;20223006;POINT (-70.8622 -15.8178);-15.8178,-70.8622;Moderado;Superficial;Puno
9614;9614;2001;140620;-15.475;-70.895;33;4.2;20223006;POINT (-70.895 -15.475);-15.475,-70.895;Moderado;Superficial;Puno
9623;9623;2001;141139;-15.9101;-70.8805;9;4.9;20223006;POINT (-70.8805 -15.9101);-15.9101,-70.8805;Moderado;Superficial;Arequipa
9624;9624;2001;193524;-15.6884;-70.7312;23;4.6;20223006;POINT (-70.7312 -15.6884);-15.6884,-70.7312;Moderado;Superficial;Puno
9625;9625;2001;193946;-15.9874;-70.9117;7;5.1;20223006;POINT (-70.9117 -15.9874);-15.9874,-70.9117;Moderado;Superficial;Arequipa
9626;9626;2001;15146;-16.9772;-71.1694;52;4.9;20223006;POINT (-71.1694 -16.9772);-16.9772,-71.1694;Moderado;Superficial;Moquegua
9631;9631;2001;4053;-16.1961;-73.0352;5;4.5;20223006;POINT (-73.0352 -16.1961);-16.1961,-73.0352;Moderado;Superficial;Arequipa
9635;9635;2001;42737;-12.1935;-74.8693;11;5.2;20223006;POINT (-74.8693 -12.1935);-12.1935,-74.8693;Moderado;Superficial;Huancavelica
9649;9649;2001;64127;-2.6082;-76.0863;107;4.5;20223006;POINT (-76.0863 -2.6082);-2.6082,-76.0863;Moderado;Intermedia;Loreto
9650;9650;2001;95834;-10.696;-74.6015;27;4.9;20223006;POINT (-74.6015 -10.696);-10.696,-74.6015;Moderado;Superficial;Pasco
9654;9654;2001;223345;-16.1152;-70.9626;13;4.9;20223006;POINT (-70.9626 -16.1152);-16.1152,-70.9626;Moderado;Superficial;Arequipa
9656;9656;2001;151001;-17.427;-70.5314;72;5.1;20223006;POINT (-70.5314 -17.427);-17.427,-70.5314;Moderado;Intermedia;Tacna
9659;9659;2001;65722;-18.0578;-70.369;12;4.8;20223006;POINT (-70.369 -18.0578);-18.0578,-70.369;Moderado;Superficial;Tacna
9660;9660;2001;90342;-16.1999;-72.8735;13;4.5;20223006;POINT (-72.8735 -16.1999);-16.1999,-72.8735;Moderado;Superficial;Arequipa
9666;9666;2001;182902;-9.2961;-75.8264;20;4.5;20223006;POINT (-75.8264 -9.2961);-9.2961,-75.8264;Moderado;Superficial;Huanuco
9667;9667;2001;61909;-13.9285;-75.8771;67;4.7;20223006;POINT (-75.8771 -13.9285);-13.9285,-75.8771;Moderado;Intermedia;Ica
9671;9671;2001;210206;-15.8398;-72.5905;103;4.8;20223006;POINT (-72.5905 -15.8398);-15.8398,-72.5905;Moderado;Intermedia;Arequipa
9675;9675;2001;155714;-15.7837;-72.1165;46;4.7;20223006;POINT (-72.1165 -15.7837);-15.7837,-72.1165;Moderado;Superficial;Arequipa
9677;9677;2001;233830;-14.5065;-73.5059;107;4.7;20223006;POINT (-73.5059 -14.5065);-14.5065,-73.5059;Moderado;Intermedia;Apurimac
9678;9678;2001;101944;-15.126;-72.1102;106;4.6;20223006;POINT (-72.1102 -15.126);-15.126,-72.1102;Moderado;Intermedia;Arequipa
9679;9679;2001;122646;-16.724;-72.2828;42;4.8;20223006;POINT (-72.2828 -16.724);-16.724,-72.2828;Moderado;Superficial;Arequipa
9680;9680;2001;221813;-17.1995;-70.1858;17;4.6;20223006;POINT (-70.1858 -17.1995);-17.1995,-70.1858;Moderado;Superficial;Tacna
9682;9682;2001;234642;-4.541;-80.6183;46;4.5;20223006;POINT (-80.6183 -4.541);-4.541,-80.6183;Moderado;Superficial;Piura
9683;9683;2001;143223;-7.3918;-74.3519;181;5.7;20223006;POINT (-74.3519 -7.3918);-7.3918,-74.3519;Moderado;Intermedia;Ucayali
9686;9686;2001;2736;-16.0553;-73.8611;32;4.5;20223006;POINT (-73.8611 -16.0553);-16.0553,-73.8611;Moderado;Superficial;Arequipa
